GID,AGE,INDIVIDUAL_NAME,QUALITY,SEX,SPECIES,VIEW_POINT,CONTRIBUTOR,tags
147,adult,IBEIS_PZ_1553,good,Female,zebra_plains,left,NNP GZC Car '11WHITE' Person 'A',"['grass', 'zebra', 'outdoor', 'field', 'animal', 'sky', 'mammal', 'standing', 'grassy', 'open']"
148,adult,IBEIS_PZ_1553,excellent,Female,zebra_plains,left,NNP GZC Car '11WHITE' Person 'A',"['grass', 'zebra', 'outdoor', 'field', 'animal', 'mammal', 'standing', 'grassy', 'open', 'dry']"
149,infant,____,ok,UNKNOWN NAME,giraffe_masai,backright,NNP GZC Car '11WHITE' Person 'A',"['grass', 'giraffe', 'outdoor', 'animal', 'sky', 'field', 'mammal', 'tall', 'standing', 'walking', 'grassy', 'dry', 'open']"
150,adult,NNP_GIRM_0086,good,Female,giraffe_masai,left,NNP GZC Car '11WHITE' Person 'A',"['grass', 'outdoor', 'giraffe', 'sky', 'field', 'animal', 'mammal', 'tall', 'standing', 'walking', 'grassy', 'dry', 'wild']"
151,adult,NNP_GIRM_0086,good,Female,giraffe_masai,left,NNP GZC Car '11WHITE' Person 'A',"['giraffe', 'grass', 'outdoor', 'sky', 'tree', 'field', 'animal', 'mammal', 'standing', 'tall', 'dry', 'grassy', 'wild']"
152,adult,NNP_GIRM_0086,good,Female,giraffe_masai,left,NNP GZC Car '11WHITE' Person 'A',"['grass', 'giraffe', 'outdoor', 'sky', 'animal', 'field', 'mammal', 'standing', 'tall', 'deer', 'grassy', 'wild', 'dry']"
153,adult,NNP_GIRM_0086,ok,Female,giraffe_masai,left,NNP GZC Car '11WHITE' Person 'A',"['giraffe', 'outdoor', 'grass', 'sky', 'animal', 'tree', 'mammal', 'field', 'standing', 'tall', 'grassy']"
154,adult,NNP_GIRM_0086,ok,Female,giraffe_masai,left,NNP GZC Car '11WHITE' Person 'A',"['giraffe', 'outdoor', 'grass', 'animal', 'mammal', 'field', 'standing', 'tall', 'grassy', 'dry', 'wild']"
155,adult,NNP_GIRM_0086,ok,Female,giraffe_masai,left,NNP GZC Car '11WHITE' Person 'A',"['giraffe', 'grass', 'outdoor', 'animal', 'field', 'mammal', 'tall', 'standing', 'grassy', 'open']"
156,"infant,adult","IBEIS_PZ_1549,IBEIS_PZ_0516","ok,ok","UNKNOWN SEX,Male","zebra_plains,zebra_plains","left,left","NNP GZC Car '11WHITE' Person 'A',NNP GZC Car '11WHITE' Person 'A'","['zebra', 'outdoor', 'grass', 'sky', 'ground', 'animal', 'mammal', 'dirt', 'walking', 'standing']"
157,"infant,adult","IBEIS_PZ_1549,IBEIS_PZ_0516","ok,ok","UNKNOWN SEX,Male","zebra_plains,zebra_plains","left,left","NNP GZC Car '11WHITE' Person 'A',NNP GZC Car '11WHITE' Person 'A'","['zebra', 'outdoor', 'grass', 'sky', 'ground', 'animal', 'mammal', 'walking', 'dirt', 'group']"
158,adult,IBEIS_PZ_0523,ok,Male,zebra_plains,left,NNP GZC Car '11WHITE' Person 'A',"['grass', 'outdoor', 'zebra', 'animal', 'mammal', 'sky', 'field', 'standing', 'tall', 'brown', 'dry']"
159,infant,IBEIS_PZ_0517,ok,Male,zebra_plains,left,NNP GZC Car '11WHITE' Person 'A',"['grass', 'outdoor', 'zebra', 'sky', 'animal', 'field', 'mammal', 'standing', 'dry', 'group']"
160,infant,IBEIS_PZ_0517,ok,Male,zebra_plains,left,NNP GZC Car '11WHITE' Person 'A',"['grass', 'zebra', 'outdoor', 'animal', 'sky', 'field', 'mammal', 'standing', 'dry']"
161,adult,IBEIS_PZ_0519,ok,Female,zebra_plains,left,NNP GZC Car '11WHITE' Person 'A',"['grass', 'zebra', 'outdoor', 'sky', 'field', 'animal', 'mammal', 'standing', 'dry', 'group', 'grassy']"
162,adult,IBEIS_PZ_0519,ok,Female,zebra_plains,left,NNP GZC Car '11WHITE' Person 'A',"['grass', 'outdoor', 'zebra', 'sky', 'animal', 'mammal', 'field', 'standing', 'dry', 'group']"
163,adult,IBEIS_PZ_1387,ok,Female,zebra_plains,left,NNP GZC Car '11WHITE' Person 'A',"['grass', 'outdoor', 'zebra', 'animal', 'sky', 'field', 'mammal', 'standing', 'dry']"
164,adult,IBEIS_PZ_1387,good,Female,zebra_plains,left,NNP GZC Car '11WHITE' Person 'A',"['grass', 'zebra', 'outdoor', 'sky', 'animal', 'field', 'mammal', 'standing', 'dry']"
165,adult,IBEIS_PZ_1387,ok,Female,zebra_plains,left,NNP GZC Car '11WHITE' Person 'A',"['grass', 'zebra', 'outdoor', 'sky', 'animal', 'mammal', 'field', 'dry', 'standing', 'open']"
166,adult,IBEIS_PZ_1387,ok,Female,zebra_plains,left,NNP GZC Car '11WHITE' Person 'A',"['grass', 'zebra', 'outdoor', 'animal', 'field', 'sky', 'mammal', 'standing', 'dry', 'grassy']"
220,infant,____,junk,UNKNOWN NAME,giraffe_masai,frontright,NNP GZC Car '11WHITE' Person 'A',"['giraffe', 'outdoor', 'sky', 'animal', 'mammal', 'standing', 'field']"
221,infant,____,ok,UNKNOWN NAME,giraffe_masai,backright,NNP GZC Car '11WHITE' Person 'A',"['giraffe', 'sky', 'outdoor', 'animal', 'mammal', 'standing', 'field']"
222,infant,____,ok,UNKNOWN NAME,giraffe_masai,backright,NNP GZC Car '11WHITE' Person 'A',"['sky', 'giraffe', 'outdoor', 'tree', 'mammal', 'animal', 'field', 'standing', 'green']"
223,infant,____,good,UNKNOWN NAME,giraffe_masai,left,NNP GZC Car '11WHITE' Person 'A',"['outdoor', 'giraffe', 'tree', 'sky', 'grass', 'animal', 'mammal', 'field', 'standing', 'green', 'grassy']"
224,adult,NNP_GIRM_0055,ok,Female,giraffe_masai,left,NNP GZC Car '11WHITE' Person 'A',"['tree', 'outdoor', 'giraffe', 'sky', 'grass', 'animal', 'mammal', 'standing', 'field', 'green', 'leaf', 'grassy']"
225,adult,NNP_GIRM_0055,good,Female,giraffe_masai,left,NNP GZC Car '11WHITE' Person 'A',"['tree', 'outdoor', 'giraffe', 'sky', 'grass', 'animal', 'field', 'mammal', 'standing', 'green', 'grassy']"
226,adult,NNP_GIRM_0055,good,Female,giraffe_masai,left,NNP GZC Car '11WHITE' Person 'A',"['tree', 'outdoor', 'sky', 'grass', 'giraffe', 'animal', 'field', 'standing', 'mammal', 'green', 'grassy']"
227,adult,NNP_GIRM_0008,ok,Female,giraffe_masai,frontleft,NNP GZC Car '11WHITE' Person 'A',"['grass', 'giraffe', 'outdoor', 'sky', 'field', 'animal', 'mammal', 'grassy', 'open', 'plain']"
228,infant,____,poor,UNKNOWN NAME,giraffe_masai,frontleft,NNP GZC Car '11WHITE' Person 'A',"['grass', 'giraffe', 'outdoor', 'sky', 'field', 'mammal', 'standing', 'animal', 'grassy', 'open', 'plain']"
229,adult,NNP_GIRM_0119,good,Female,giraffe_masai,left,NNP GZC Car '11WHITE' Person 'A',"['grass', 'outdoor', 'giraffe', 'tree', 'sky', 'field', 'standing', 'animal', 'mammal', 'grassy', 'green', 'wild']"
230,adult,NNP_GIRM_0119,good,Female,giraffe_masai,left,NNP GZC Car '11WHITE' Person 'A',"['grass', 'outdoor', 'tree', 'animal', 'giraffe', 'mammal', 'standing', 'field']"
231,adult,NNP_GIRM_0119,good,Female,giraffe_masai,left,NNP GZC Car '11WHITE' Person 'A',"['grass', 'giraffe', 'outdoor', 'animal', 'tree', 'mammal', 'standing', 'field', 'eating']"
232,adult,NNP_GIRM_0119,good,Female,giraffe_masai,left,NNP GZC Car '11WHITE' Person 'A',"['grass', 'tree', 'giraffe', 'outdoor', 'animal', 'mammal', 'standing', 'field']"
240,adult,IBEIS_PZ_1491,ok,Male,zebra_plains,left,NNP GZC Car '11WHITE' Person 'A',"['grass', 'outdoor', 'field', 'zebra', 'animal', 'mammal', 'grazing', 'open', 'grassy', 'green']"
241,adult,IBEIS_PZ_1908,ok,UNKNOWN SEX,zebra_plains,left,NNP GZC Car '11WHITE' Person 'A',"['grass', 'zebra', 'outdoor', 'animal', 'field', 'mammal', 'grassy', 'green']"
242,adult,IBEIS_PZ_1908,excellent,UNKNOWN SEX,zebra_plains,left,NNP GZC Car '11WHITE' Person 'A',"['grass', 'outdoor', 'zebra', 'sky', 'field', 'animal', 'mammal', 'grassy', 'green']"
243,juveniles- two year old,IBEIS_PZ_0017,ok,Male,zebra_plains,left,NNP GZC Car '11WHITE' Person 'A',"['grass', 'outdoor', 'zebra', 'tree', 'animal', 'field', 'mammal', 'grazing', 'grassy']"
244,adult,IBEIS_PZ_1551,ok,Female,zebra_plains,left,NNP GZC Car '11WHITE' Person 'A',"['zebra', 'grass', 'outdoor', 'animal', 'mammal', 'tree', 'field', 'grassy', 'group']"
245,"adult,juveniles- two year old","IBEIS_PZ_1551,IBEIS_PZ_0739","ok,poor","Female,Female","zebra_plains,zebra_plains","left,left","NNP GZC Car '11WHITE' Person 'A',NNP GZC Car '11WHITE' Person 'A'","['grass', 'zebra', 'outdoor', 'tree', 'mammal', 'animal', 'field', 'grassy']"
246,adult,IBEIS_PZ_1551,ok,Female,zebra_plains,left,NNP GZC Car '11WHITE' Person 'A',"['grass', 'outdoor', 'zebra', 'tree', 'animal', 'field', 'mammal', 'tall']"
247,infant,IBEIS_PZ_1555,poor,UNKNOWN SEX,zebra_plains,left,NNP GZC Car '11WHITE' Person 'A',"['grass', 'zebra', 'outdoor', 'animal', 'field', 'mammal', 'tall', 'wild', 'grassy']"
248,adult,IBEIS_PZ_1551,ok,Female,zebra_plains,left,NNP GZC Car '11WHITE' Person 'A',"['grass', 'zebra', 'outdoor', 'tree', 'animal', 'mammal', 'field', 'grazing']"
249,adult,IBEIS_PZ_1551,ok,Female,zebra_plains,left,NNP GZC Car '11WHITE' Person 'A',"['zebra', 'grass', 'outdoor', 'tree', 'animal', 'mammal', 'field', 'grazing', 'wild']"
250,juveniles- two year old,IBEIS_PZ_0739,poor,Female,zebra_plains,left,NNP GZC Car '11WHITE' Person 'A',"['zebra', 'grass', 'outdoor', 'tree', 'mammal', 'animal', 'field', 'green']"
251,infant,IBEIS_PZ_1555,ok,UNKNOWN SEX,zebra_plains,left,NNP GZC Car '11WHITE' Person 'A',"['grass', 'zebra', 'outdoor', 'animal', 'mammal', 'field', 'standing', 'group']"
252,adult,IBEIS_PZ_1542,ok,Female,zebra_plains,left,NNP GZC Car '11WHITE' Person 'A',"['grass', 'zebra', 'outdoor', 'animal', 'mammal', 'field', 'standing', 'grassy']"
253,adult,IBEIS_PZ_1542,good,Female,zebra_plains,left,NNP GZC Car '11WHITE' Person 'A',"['grass', 'zebra', 'outdoor', 'animal', 'mammal', 'field', 'standing', 'grassy']"
254,"adult,infant,adult","IBEIS_PZ_1544,IBEIS_PZ_0877,IBEIS_PZ_1542","ok,ok,poor","Female,UNKNOWN SEX,Female","zebra_plains,zebra_plains,zebra_plains","left,left,left","NNP GZC Car '11WHITE' Person 'A',NNP GZC Car '11WHITE' Person 'A',NNP GZC Car '11WHITE' Person 'A'","['grass', 'zebra', 'outdoor', 'animal', 'mammal', 'field', 'standing', 'grassy']"
255,"infant,adult,adult","IBEIS_PZ_0877,IBEIS_PZ_1542,IBEIS_PZ_1544","ok,poor,ok","UNKNOWN SEX,Female,Female","zebra_plains,zebra_plains,zebra_plains","left,left,left","NNP GZC Car '11WHITE' Person 'A',NNP GZC Car '11WHITE' Person 'A',NNP GZC Car '11WHITE' Person 'A'","['zebra', 'grass', 'outdoor', 'animal', 'mammal', 'field', 'standing', 'grassy']"
256,"infant,adult","IBEIS_PZ_0877,IBEIS_PZ_1544","ok,ok","UNKNOWN SEX,Female","zebra_plains,zebra_plains","left,left","NNP GZC Car '11WHITE' Person 'A',NNP GZC Car '11WHITE' Person 'A'","['grass', 'zebra', 'outdoor', 'tree', 'animal', 'mammal', 'field', 'standing']"
257,"infant,adult","IBEIS_PZ_0877,IBEIS_PZ_1544","ok,ok","UNKNOWN SEX,Female","zebra_plains,zebra_plains","left,left","NNP GZC Car '11WHITE' Person 'A',NNP GZC Car '11WHITE' Person 'A'","['grass', 'zebra', 'outdoor', 'tree', 'animal', 'mammal', 'field', 'standing']"
258,infant,IBEIS_PZ_0905,ok,Female,zebra_plains,left,NNP GZC Car '11WHITE' Person 'A',"['grass', 'zebra', 'outdoor', 'animal', 'mammal', 'tree', 'field', 'grassy']"
259,infant,IBEIS_PZ_0905,ok,Female,zebra_plains,left,NNP GZC Car '11WHITE' Person 'A',"['zebra', 'grass', 'outdoor', 'tree', 'animal', 'mammal', 'field', 'group']"
260,adult,IBEIS_PZ_1548,ok,Female,zebra_plains,frontleft,NNP GZC Car '11WHITE' Person 'A',"['zebra', 'grass', 'outdoor', 'tree', 'mammal', 'animal', 'field', 'grazing', 'standing', 'green']"
261,adult,IBEIS_PZ_1548,ok,Female,zebra_plains,left,NNP GZC Car '11WHITE' Person 'A',"['grass', 'zebra', 'outdoor', 'mammal', 'tree', 'animal', 'field', 'grazing', 'standing', 'grassy']"
262,"infant,adult","IBEIS_PZ_1102,IBEIS_PZ_0722","ok,ok","Female,Female","zebra_plains,zebra_plains","left,left","NNP GZC Car '11WHITE' Person 'A',NNP GZC Car '11WHITE' Person 'A'","['grass', 'zebra', 'outdoor', 'tree', 'field', 'animal', 'mammal', 'grassy', 'open']"
263,"infant,adult","IBEIS_PZ_1102,IBEIS_PZ_0722","ok,poor","Female,Female","zebra_plains,zebra_plains","left,left","NNP GZC Car '11WHITE' Person 'A',NNP GZC Car '11WHITE' Person 'A'","['grass', 'zebra', 'outdoor', 'field', 'tree', 'animal', 'mammal']"
264,"infant,infant","IBEIS_PZ_1102,____","ok,poor","Female,UNKNOWN NAME","zebra_plains,zebra_plains","left,left","NNP GZC Car '11WHITE' Person 'A',NNP GZC Car '11WHITE' Person 'A'","['grass', 'zebra', 'outdoor', 'animal', 'tree', 'field', 'mammal']"
265,"infant,adult","IBEIS_PZ_1102,IBEIS_PZ_0722","ok,poor","Female,Female","zebra_plains,zebra_plains","left,left","NNP GZC Car '11WHITE' Person 'A',NNP GZC Car '11WHITE' Person 'A'","['grass', 'zebra', 'outdoor', 'animal', 'field', 'mammal', 'grassy', 'open']"
266,"infant,adult","IBEIS_PZ_1102,IBEIS_PZ_0722","ok,poor","Female,Female","zebra_plains,zebra_plains","left,left","NNP GZC Car '11WHITE' Person 'A',NNP GZC Car '11WHITE' Person 'A'","['grass', 'zebra', 'outdoor', 'field', 'animal', 'mammal', 'grassy']"
267,"infant,infant","IBEIS_PZ_1102,____","ok,poor","Female,UNKNOWN NAME","zebra_plains,zebra_plains","left,left","NNP GZC Car '11WHITE' Person 'A',NNP GZC Car '11WHITE' Person 'A'","['grass', 'zebra', 'outdoor', 'field', 'animal', 'mammal', 'grassy']"
268,adult,IBEIS_PZ_0755,ok,Female,zebra_plains,left,NNP GZC Car '11WHITE' Person 'A',"['grass', 'zebra', 'outdoor', 'animal', 'field', 'mammal', 'standing', 'grassy']"
269,adult,IBEIS_PZ_0755,ok,Female,zebra_plains,left,NNP GZC Car '11WHITE' Person 'A',"['grass', 'outdoor', 'zebra', 'field', 'animal', 'mammal', 'standing', 'grassy']"
270,adult,IBEIS_PZ_0937,ok,Female,zebra_plains,left,NNP GZC Car '11WHITE' Person 'A',"['grass', 'outdoor', 'zebra', 'field', 'animal', 'mammal', 'tree', 'grassy']"
271,adult,IBEIS_PZ_0937,ok,Female,zebra_plains,left,NNP GZC Car '11WHITE' Person 'A',"['grass', 'outdoor', 'zebra', 'tree', 'animal', 'sky', 'field', 'mammal', 'standing', 'grassy']"
272,adult,IBEIS_PZ_0937,good,Female,zebra_plains,left,NNP GZC Car '11WHITE' Person 'A',"['grass', 'zebra', 'outdoor', 'animal', 'mammal', 'tree', 'field', 'grazing', 'standing']"
273,adult,IBEIS_PZ_0937,ok,Female,zebra_plains,left,NNP GZC Car '11WHITE' Person 'A',"['grass', 'zebra', 'outdoor', 'tree', 'animal', 'mammal', 'field', 'grazing', 'standing']"
274,adult,IBEIS_PZ_0755,ok,Female,zebra_plains,left,NNP GZC Car '11WHITE' Person 'A',"['grass', 'outdoor', 'zebra', 'field', 'animal', 'mammal', 'standing', 'grassy', 'open']"
275,adult,IBEIS_PZ_0755,ok,Female,zebra_plains,left,NNP GZC Car '11WHITE' Person 'A',"['grass', 'outdoor', 'zebra', 'field', 'animal', 'mammal', 'standing', 'grassy', 'open']"
276,adult,IBEIS_PZ_1547,ok,Male,zebra_plains,left,NNP GZC Car '11WHITE' Person 'A',"['grass', 'outdoor', 'zebra', 'field', 'animal', 'mammal', 'standing', 'grassy', 'green', 'open']"
277,adult,IBEIS_PZ_1547,ok,Male,zebra_plains,left,NNP GZC Car '11WHITE' Person 'A',"['grass', 'outdoor', 'zebra', 'field', 'animal', 'mammal', 'standing', 'grassy', 'green', 'open', 'lone']"
278,adult,IBEIS_PZ_1547,good,Male,zebra_plains,left,NNP GZC Car '11WHITE' Person 'A',"['grass', 'zebra', 'outdoor', 'field', 'animal', 'mammal', 'standing', 'grassy', 'open']"
279,"adult,adult","IBEIS_PZ_1112,IBEIS_PZ_0755","good,ok","Female,Female","zebra_plains,zebra_plains","left,left","NNP GZC Car '11WHITE' Person 'A',NNP GZC Car '11WHITE' Person 'A'","['grass', 'zebra', 'outdoor', 'field', 'animal', 'mammal', 'grazing', 'green', 'grassy']"
280,"adult,adult","IBEIS_PZ_1112,IBEIS_PZ_0755","ok,good","Female,Female","zebra_plains,zebra_plains","left,left","NNP GZC Car '11WHITE' Person 'A',NNP GZC Car '11WHITE' Person 'A'","['grass', 'zebra', 'outdoor', 'tree', 'mammal', 'animal', 'field', 'grazing']"
281,infant,IBEIS_PZ_1102,ok,Female,zebra_plains,left,NNP GZC Car '11WHITE' Person 'A',"['grass', 'outdoor', 'tree', 'zebra', 'field', 'animal', 'mammal', 'standing', 'green', 'grassy', 'open']"
282,"infant,infant","IBEIS_PZ_1556,IBEIS_PZ_1560","ok,ok","UNKNOWN SEX,UNKNOWN SEX","zebra_plains,zebra_plains","left,frontleft","NNP GZC Car '11WHITE' Person 'A',NNP GZC Car '11WHITE' Person 'A'","['grass', 'zebra', 'outdoor', 'animal', 'field', 'mammal', 'grazing', 'standing', 'grassy']"
283,adult,IBEIS_PZ_1559,ok,Male,zebra_plains,left,NNP GZC Car '11WHITE' Person 'A',"['grass', 'outdoor', 'zebra', 'tree', 'animal', 'field', 'mammal', 'open', 'grassy']"
284,adult,IBEIS_PZ_0904,good,Male,zebra_plains,left,NNP GZC Car '11WHITE' Person 'A',"['grass', 'zebra', 'outdoor', 'animal', 'mammal', 'field', 'standing', 'grassy']"
285,adult,IBEIS_PZ_0904,good,Male,zebra_plains,left,NNP GZC Car '11WHITE' Person 'A',"['grass', 'zebra', 'outdoor', 'field', 'animal', 'mammal', 'standing', 'grassy', 'green']"
286,adult,IBEIS_PZ_0904,excellent,Male,zebra_plains,left,NNP GZC Car '11WHITE' Person 'A',"['grass', 'zebra', 'outdoor', 'field', 'animal', 'mammal', 'standing', 'grassy']"
287,adult,IBEIS_PZ_0214,good,Male,zebra_plains,left,NNP GZC Car '11WHITE' Person 'A',"['grass', 'zebra', 'outdoor', 'animal', 'mammal', 'field', 'standing', 'grassy']"
288,adult,IBEIS_PZ_0214,good,Male,zebra_plains,left,NNP GZC Car '11WHITE' Person 'A',"['grass', 'outdoor', 'zebra', 'animal', 'mammal', 'field', 'standing', 'grassy']"
294,adult,IBEIS_PZ_1546,good,Female,zebra_plains,left,NNP GZC Car '11WHITE' Person 'A',"['zebra', 'grass', 'outdoor', 'tree', 'animal', 'mammal', 'grazing', 'field', 'standing']"
295,adult,IBEIS_PZ_1546,good,Female,zebra_plains,left,NNP GZC Car '11WHITE' Person 'A',"['grass', 'zebra', 'outdoor', 'tree', 'animal', 'mammal', 'field', 'grazing', 'standing']"
296,adult,IBEIS_PZ_1546,ok,Female,zebra_plains,left,NNP GZC Car '11WHITE' Person 'A',"['grass', 'outdoor', 'zebra', 'tree', 'animal', 'mammal', 'grazing', 'field']"
306,adult,NNP_GIRM_0055,ok,Female,giraffe_masai,left,NNP GZC Car '11WHITE' Person 'A',"['giraffe', 'outdoor', 'tree', 'grass', 'sky', 'animal', 'mammal', 'field', 'standing', 'green', 'grassy', 'leaf', 'big cat', 'bushes']"
307,adult,NNP_GIRM_0055,ok,Female,giraffe_masai,frontleft,NNP GZC Car '11WHITE' Person 'A',"['giraffe', 'outdoor', 'sky', 'tree', 'grass', 'animal', 'mammal', 'field', 'standing', 'walking']"
308,infant,____,poor,UNKNOWN NAME,giraffe_masai,left,NNP GZC Car '11WHITE' Person 'A',"['tree', 'giraffe', 'outdoor', 'animal', 'mammal', 'standing']"
309,infant,____,poor,UNKNOWN NAME,giraffe_masai,left,NNP GZC Car '11WHITE' Person 'A',"['tree', 'giraffe', 'outdoor', 'animal', 'mammal']"
310,infant,____,poor,UNKNOWN NAME,giraffe_masai,left,NNP GZC Car '11WHITE' Person 'A',"['tree', 'giraffe', 'outdoor', 'animal', 'mammal', 'standing']"
311,infant,____,poor,UNKNOWN NAME,giraffe_masai,left,NNP GZC Car '11WHITE' Person 'A',"['tree', 'giraffe', 'outdoor', 'sky', 'animal', 'mammal', 'standing', 'leaf']"
312,juveniles- two year old,NNP_GIRM_0038,ok,Female,giraffe_masai,frontleft,NNP GZC Car '11WHITE' Person 'A',"['outdoor', 'grass', 'sky', 'giraffe', 'tree', 'mammal', 'animal', 'field', 'standing', 'green', 'grassy', 'llama', 'lush']"
313,juveniles- two year old,NNP_GIRM_0038,ok,Female,giraffe_masai,left,NNP GZC Car '11WHITE' Person 'A',"['outdoor', 'grass', 'sky', 'tree', 'giraffe', 'animal', 'field', 'standing', 'mammal', 'grassy', 'green']"
314,juveniles- two year old,NNP_GIRM_0037,good,Female,giraffe_masai,left,NNP GZC Car '11WHITE' Person 'A',"['tree', 'outdoor', 'grass', 'giraffe', 'animal', 'mammal', 'field', 'standing', 'big cat', 'grassy']"
315,juveniles- two year old,NNP_GIRM_0037,good,Female,giraffe_masai,left,NNP GZC Car '11WHITE' Person 'A',"['grass', 'tree', 'outdoor', 'giraffe', 'animal', 'mammal', 'field', 'standing', 'big cat', 'grassy']"
316,"adult,infant","IBEIS_PZ_1558,____","ok,ok","Female,UNKNOWN NAME","zebra_plains,zebra_plains","left,right","NNP GZC Car '11WHITE' Person 'A',NNP GZC Car '11WHITE' Person 'A'","['grass', 'zebra', 'outdoor', 'field', 'mammal', 'animal', 'grassy']"
317,"infant,infant","____,IBEIS_PZ_1557","ok,ok","UNKNOWN NAME,UNKNOWN SEX","zebra_plains,zebra_plains","backleft,left","NNP GZC Car '11WHITE' Person 'A',NNP GZC Car '11WHITE' Person 'A'","['grass', 'zebra', 'outdoor', 'field', 'animal', 'mammal', 'herd', 'group', 'grassy', 'tall']"
318,adult,IBEIS_PZ_1103,excellent,Male,zebra_plains,left,NNP GZC Car '11WHITE' Person 'A',"['grass', 'zebra', 'outdoor', 'road', 'animal', 'mammal', 'dirt']"
319,adult,IBEIS_PZ_1103,good,Male,zebra_plains,left,NNP GZC Car '11WHITE' Person 'A',"['grass', 'zebra', 'outdoor', 'animal', 'mammal', 'sky', 'field']"
320,adult,IBEIS_PZ_1552,good,Male,zebra_plains,left,NNP GZC Car '11WHITE' Person 'A',"['grass', 'zebra', 'outdoor', 'field', 'animal', 'mammal', 'standing', 'grassy']"
321,infant,____,ok,UNKNOWN NAME,zebra_plains,backleft,NNP GZC Car '11WHITE' Person 'A',"['grass', 'zebra', 'outdoor', 'sky', 'field', 'mammal', 'animal', 'standing', 'grassy', 'open']"
322,adult,IBEIS_PZ_1552,good,Male,zebra_plains,left,NNP GZC Car '11WHITE' Person 'A',"['zebra', 'grass', 'outdoor', 'animal', 'mammal', 'field']"
323,adult,IBEIS_PZ_1103,good,Male,zebra_plains,left,NNP GZC Car '11WHITE' Person 'A',"['grass', 'zebra', 'outdoor', 'tree', 'animal', 'field', 'mammal', 'grazing', 'green']"
324,adult,IBEIS_PZ_0719,ok,Male,zebra_plains,left,NNP GZC Car '11WHITE' Person 'A',"['grass', 'zebra', 'outdoor', 'tree', 'sky', 'mammal', 'field', 'animal', 'grazing', 'standing', 'grassy']"
325,adult,IBEIS_PZ_0714,good,Male,zebra_plains,left,NNP GZC Car '11WHITE' Person 'A',"['grass', 'zebra', 'outdoor', 'tree', 'sky', 'field', 'mammal', 'animal', 'grazing', 'standing', 'grassy']"
328,adult,IBEIS_PZ_0769,good,Female,zebra_plains,left,NNP GZC Car '11WHITE' Person 'A',"['grass', 'outdoor', 'zebra', 'animal', 'field', 'mammal', 'standing', 'open', 'grassy', 'green']"
329,infant,IBEIS_PZ_1005,excellent,Male,zebra_plains,left,NNP GZC Car '11WHITE' Person 'A',"['grass', 'outdoor', 'field', 'animal', 'mammal', 'standing', 'grassy']"
330,adult,IBEIS_PZ_0769,ok,Female,zebra_plains,left,NNP GZC Car '11WHITE' Person 'A',"['zebra', 'grass', 'outdoor', 'animal', 'mammal', 'field', 'standing', 'green', 'grassy']"
