GID,Album,AGE,INDIVIDUAL_NAME,QUALITY,SEX,SPECIES,VIEW_POINT,tags,Shares,Not Shares,Total,Proportion,URL
6197,photo_album_94,infant,IBEIS_PZ_0448,ok,Female,zebra_plains,left,"['grass', 'outdoor', 'sky', 'zebra', 'animal', 'field', 'mammal', 'standing', 'grassy', 'open', 'tall', 'dry', 'giraffe']",9,1,10,90.0,"<img src = ""https://socialmediabias.blob.core.windows.net/wildlifephotos/All_Zebra_Count_Images/6197.jpeg"" width = ""350"">"
1041,"photo_album_29,photo_album_29","infant,infant","____,____","junk,poor","UNKNOWN NAME,UNKNOWN NAME","giraffe_masai,zebra_plains","front,right","['outdoor', 'tree', 'grass', 'zebra', 'sky', 'animal', 'mammal', 'standing', 'field', 'grassy', 'wild', 'area', 'distance', 'day']",9,1,10,90.0,"<img src = ""https://socialmediabias.blob.core.windows.net/wildlifephotos/All_Zebra_Count_Images/1041.jpeg"" width = ""350"">"
1899,"photo_album_76,photo_album_76","infant,adult","IBEIS_PZ_0410,IBEIS_PZ_1293","good,ok","Female,Female","zebra_plains,zebra_plains","left,backleft","['zebra', 'grass', 'outdoor', 'animal', 'mammal', 'herd', 'field', 'group']",9,1,10,90.0,"<img src = ""https://socialmediabias.blob.core.windows.net/wildlifephotos/All_Zebra_Count_Images/1899.jpeg"" width = ""350"">"
1952,photo_album_54,adult,IBEIS_PZ_1442,ok,Male,zebra_plains,front,"['zebra', 'outdoor', 'water', 'animal', 'ground', 'drinking', 'mammal', 'river', 'drink', 'lake', 'pond']",9,1,10,90.0,"<img src = ""https://socialmediabias.blob.core.windows.net/wildlifephotos/All_Zebra_Count_Images/1952.jpeg"" width = ""350"">"
876,photo_album_50,adult,IBEIS_PZ_1375,excellent,Female,zebra_plains,right,"['outdoor', 'grass', 'tree', 'ground', 'zebra', 'animal', 'road', 'mammal', 'dirt', 'path', 'walking', 'giraffe']",9,1,10,90.0,"<img src = ""https://socialmediabias.blob.core.windows.net/wildlifephotos/All_Zebra_Count_Images/876.jpeg"" width = ""350"">"
643,photo_album_72,infant,____,ok,UNKNOWN NAME,giraffe_masai,left,"['tree', 'outdoor', 'giraffe', 'animal', 'grass', 'mammal', 'standing', 'forest', 'wooded']",9,1,10,90.0,"<img src = ""https://socialmediabias.blob.core.windows.net/wildlifephotos/All_Zebra_Count_Images/643.jpeg"" width = ""350"">"
889,photo_album_48,adult,IBEIS_PZ_1376,ok,UNKNOWN SEX,zebra_plains,left,"['grass', 'outdoor', 'zebra', 'sky', 'animal', 'mammal', 'field', 'standing', 'open', 'grassy', 'dry', 'distance', 'giraffe']",9,1,10,90.0,"<img src = ""https://socialmediabias.blob.core.windows.net/wildlifephotos/All_Zebra_Count_Images/889.jpeg"" width = ""350"">"
1099,photo_album_29,infant,____,poor,UNKNOWN NAME,giraffe_masai,frontright,"['giraffe', 'outdoor', 'grass', 'sky', 'tree', 'animal', 'standing', 'field', 'mammal', 'tall', 'walking', 'grassy', 'deer', 'wild', 'open', 'lone', 'dry']",9,1,10,90.0,"<img src = ""https://socialmediabias.blob.core.windows.net/wildlifephotos/All_Zebra_Count_Images/1099.jpeg"" width = ""350"">"
6698,photo_album_45,adult,IBEIS_PZ_1742,good,Male,zebra_plains,left,"['grass', 'outdoor', 'zebra', 'field', 'animal', 'sky', 'mammal', 'grassy', 'open', 'lone', 'lush', 'day']",9,1,10,90.0,"<img src = ""https://socialmediabias.blob.core.windows.net/wildlifephotos/All_Zebra_Count_Images/6698.jpeg"" width = ""350"">"
7282,photo_album_31,infant,____,good,UNKNOWN NAME,giraffe_masai,right,"['giraffe', 'outdoor', 'sky', 'animal', 'mammal', 'field', 'standing', 'green', 'leaf', 'lush', 'day', 'distance']",9,1,10,90.0,"<img src = ""https://socialmediabias.blob.core.windows.net/wildlifephotos/All_Zebra_Count_Images/7282.jpeg"" width = ""350"">"
607,photo_album_59,infant,IBEIS_PZ_1570,good,UNKNOWN SEX,zebra_plains,left,"['grass', 'outdoor', 'zebra', 'animal', 'mammal', 'field', 'standing', 'open', 'grassy', 'lone', 'dirt', 'distance']",9,1,10,90.0,"<img src = ""https://socialmediabias.blob.core.windows.net/wildlifephotos/All_Zebra_Count_Images/607.jpeg"" width = ""350"">"
1281,photo_album_89,adult,NNP_GIRM_0151,ok,Male,giraffe_masai,frontleft,"['tree', 'giraffe', 'outdoor', 'sky', 'standing', 'animal', 'mammal', 'tall']",9,1,10,90.0,"<img src = ""https://socialmediabias.blob.core.windows.net/wildlifephotos/All_Zebra_Count_Images/1281.jpeg"" width = ""350"">"
7301,photo_album_31,adult,IBEIS_PZ_1541,ok,Female,zebra_plains,left,"['grass', 'outdoor', 'zebra', 'field', 'animal', 'mammal', 'standing', 'tall', 'dry', 'grassy']",9,1,10,90.0,"<img src = ""https://socialmediabias.blob.core.windows.net/wildlifephotos/All_Zebra_Count_Images/7301.jpeg"" width = ""350"">"
7749,photo_album_71,infant,____,poor,UNKNOWN NAME,giraffe_masai,right,"['outdoor', 'grass', 'giraffe', 'sky', 'tree', 'standing', 'field', 'animal', 'mammal', 'grassy', 'tall', 'wild', 'bushes', 'lush']",9,1,10,90.0,"<img src = ""https://socialmediabias.blob.core.windows.net/wildlifephotos/All_Zebra_Count_Images/7749.jpeg"" width = ""350"">"
551,photo_album_28,infant,____,ok,UNKNOWN NAME,zebra_plains,right,"['grass', 'outdoor', 'zebra', 'field', 'animal', 'mammal', 'standing', 'grassy', 'lush', 'distance']",9,1,10,90.0,"<img src = ""https://socialmediabias.blob.core.windows.net/wildlifephotos/All_Zebra_Count_Images/551.jpeg"" width = ""350"">"
956,"photo_album_83,photo_album_83","adult,infant","IBEIS_PZ_1384,____","ok,good","UNKNOWN SEX,UNKNOWN NAME","zebra_plains,zebra_plains","right,right","['zebra', 'grass', 'outdoor', 'sky', 'animal', 'mammal', 'field', 'standing', 'group', 'herd', 'grassy', 'tall', 'wild', 'dry']",9,1,10,90.0,"<img src = ""https://socialmediabias.blob.core.windows.net/wildlifephotos/All_Zebra_Count_Images/956.jpeg"" width = ""350"">"
8167,photo_album_30,adult,IBEIS_PZ_0099,ok,Female,zebra_plains,right,"['grass', 'zebra', 'outdoor', 'animal', 'mammal', 'field', 'standing', 'dry', 'open', 'wild', 'lone']",9,1,10,90.0,"<img src = ""https://socialmediabias.blob.core.windows.net/wildlifephotos/All_Zebra_Count_Images/8167.jpeg"" width = ""350"">"
8194,photo_album_100,adult,IBEIS_PZ_0098,ok,Male,zebra_plains,frontright,"['grass', 'zebra', 'outdoor', 'animal', 'field', 'mammal', 'standing', 'dry', 'grassy']",9,1,10,90.0,"<img src = ""https://socialmediabias.blob.core.windows.net/wildlifephotos/All_Zebra_Count_Images/8194.jpeg"" width = ""350"">"
927,"photo_album_50,photo_album_50","infant,infant","____,____","ok,poor","UNKNOWN NAME,UNKNOWN NAME","giraffe_masai,giraffe_masai","frontright,right","['grass', 'giraffe', 'outdoor', 'sky', 'field', 'standing', 'grassy', 'dry', 'open', 'plain', 'walking', 'tall', 'wild', 'lone', 'distance']",9,1,10,90.0,"<img src = ""https://socialmediabias.blob.core.windows.net/wildlifephotos/All_Zebra_Count_Images/927.jpeg"" width = ""350"">"
7410,"photo_album_87,photo_album_87","adult,infant","IBEIS_PZ_1275,____","good,ok","Male,UNKNOWN NAME","zebra_plains,zebra_plains","left,right","['grass', 'zebra', 'outdoor', 'animal', 'ground', 'mammal', 'field', 'wild', 'dirt']",9,1,10,90.0,"<img src = ""https://socialmediabias.blob.core.windows.net/wildlifephotos/All_Zebra_Count_Images/7410.jpeg"" width = ""350"">"
912,photo_album_48,adult,NNP_GIRM_0143,good,Female,giraffe_masai,frontleft,"['outdoor', 'grass', 'giraffe', 'sky', 'animal', 'tree', 'mammal', 'field', 'standing', 'grassy', 'tall', 'wild', 'bushes', 'lush', 'distance']",9,1,10,90.0,"<img src = ""https://socialmediabias.blob.core.windows.net/wildlifephotos/All_Zebra_Count_Images/912.jpeg"" width = ""350"">"
900,"photo_album_48,photo_album_48","adult,infant","NNP_GIRM_0143,____","good,junk","Female,UNKNOWN NAME","giraffe_masai,giraffe_masai","left,frontleft","['outdoor', 'giraffe', 'grass', 'sky', 'animal', 'tree', 'mammal', 'standing', 'field', 'grassy', 'tall', 'open', 'wild', 'bushes', 'lush']",9,1,10,90.0,"<img src = ""https://socialmediabias.blob.core.windows.net/wildlifephotos/All_Zebra_Count_Images/900.jpeg"" width = ""350"">"
897,photo_album_50,adult,NNP_GIRM_0143,ok,Female,giraffe_masai,frontleft,"['outdoor', 'grass', 'giraffe', 'sky', 'animal', 'field', 'mammal', 'standing', 'grassy', 'walking', 'tall', 'open', 'wild', 'dry', 'bushes', 'lush']",9,1,10,90.0,"<img src = ""https://socialmediabias.blob.core.windows.net/wildlifephotos/All_Zebra_Count_Images/897.jpeg"" width = ""350"">"
6788,photo_album_66,infant,____,poor,UNKNOWN NAME,giraffe_masai,right,"['grass', 'giraffe', 'outdoor', 'animal', 'mammal', 'field', 'standing', 'lush']",9,1,10,90.0,"<img src = ""https://socialmediabias.blob.core.windows.net/wildlifephotos/All_Zebra_Count_Images/6788.jpeg"" width = ""350"">"
586,"photo_album_59,photo_album_59,photo_album_59","infant,infant,infant","____,____,____","ok,good,junk","UNKNOWN NAME,UNKNOWN NAME,UNKNOWN NAME","giraffe_masai,giraffe_masai,giraffe_masai","back,backright,right","['giraffe', 'outdoor', 'tree', 'sky', 'grass', 'mammal', 'animal', 'field', 'standing', 'grassy', 'wild', 'lush']",9,1,10,90.0,"<img src = ""https://socialmediabias.blob.core.windows.net/wildlifephotos/All_Zebra_Count_Images/586.jpeg"" width = ""350"">"
7962,photo_album_88,infant,IBEIS_PZ_0021,poor,Female,zebra_plains,left,"['zebra', 'outdoor', 'grass', 'animal', 'mammal', 'standing', 'field', 'lush']",9,1,10,90.0,"<img src = ""https://socialmediabias.blob.core.windows.net/wildlifephotos/All_Zebra_Count_Images/7962.jpeg"" width = ""350"">"
3151,"photo_album_61,photo_album_61","infant,infant","IBEIS_PZ_0905,IBEIS_PZ_0989","good,poor","Female,UNKNOWN SEX","zebra_plains,zebra_plains","left,left","['zebra', 'grass', 'tree', 'outdoor', 'animal', 'field', 'mammal', 'standing', 'grassy', 'lush']",9,1,10,90.0,"<img src = ""https://socialmediabias.blob.core.windows.net/wildlifephotos/All_Zebra_Count_Images/3151.jpeg"" width = ""350"">"
3451,"photo_album_92,photo_album_92","infant,infant","IBEIS_PZ_0862,IBEIS_PZ_0081","good,ok","Male,Male","zebra_plains,zebra_plains","right,left","['grass', 'outdoor', 'zebra', 'field', 'animal', 'mammal', 'standing', 'grassy', 'open']",9,1,10,90.0,"<img src = ""https://socialmediabias.blob.core.windows.net/wildlifephotos/All_Zebra_Count_Images/3451.jpeg"" width = ""350"">"
366,"photo_album_46,photo_album_46","adult,adult","IBEIS_PZ_0722,IBEIS_PZ_0754","good,good","Female,Male","zebra_plains,zebra_plains","left,left","['grass', 'zebra', 'outdoor', 'field', 'animal', 'mammal', 'standing', 'grassy', 'lush']",9,1,10,90.0,"<img src = ""https://socialmediabias.blob.core.windows.net/wildlifephotos/All_Zebra_Count_Images/366.jpeg"" width = ""350"">"
3336,photo_album_84,adult,NNP_GIRM_0019,ok,Male,giraffe_masai,left,"['grass', 'outdoor', 'tree', 'giraffe', 'animal', 'mammal', 'field', 'green', 'standing', 'grassy', 'lush', 'wild', 'distance']",9,1,10,90.0,"<img src = ""https://socialmediabias.blob.core.windows.net/wildlifephotos/All_Zebra_Count_Images/3336.jpeg"" width = ""350"">"
3343,photo_album_95,adult,NNP_GIRM_0081,good,Male,giraffe_masai,left,"['grass', 'outdoor', 'giraffe', 'field', 'sky', 'animal', 'mammal', 'grassy', 'standing', 'green', 'open', 'lush', 'distance']",9,1,10,90.0,"<img src = ""https://socialmediabias.blob.core.windows.net/wildlifephotos/All_Zebra_Count_Images/3343.jpeg"" width = ""350"">"
4,photo_album_85,infant,____,good,UNKNOWN NAME,zebra_plains,backleft,"['zebra', 'grass', 'outdoor', 'animal', 'standing', 'mammal', 'field', 'grassy']",9,1,10,90.0,"<img src = ""https://socialmediabias.blob.core.windows.net/wildlifephotos/All_Zebra_Count_Images/4.jpeg"" width = ""350"">"
3398,photo_album_84,juveniles- two year old,IBEIS_PZ_0883,good,Male,zebra_plains,left,"['zebra', 'outdoor', 'animal', 'ground', 'mammal', 'field', 'standing']",9,1,10,90.0,"<img src = ""https://socialmediabias.blob.core.windows.net/wildlifephotos/All_Zebra_Count_Images/3398.jpeg"" width = ""350"">"
2762,"photo_album_79,photo_album_79,photo_album_79","infant,infant,infant","IBEIS_PZ_1716,IBEIS_PZ_1637,____","ok,ok,poor","UNKNOWN SEX,Female,UNKNOWN NAME","zebra_plains,zebra_plains,zebra_plains","left,left,left","['zebra', 'outdoor', 'ground', 'tree', 'animal', 'mammal', 'road', 'grass', 'crossing', 'walking', 'dirt', 'path', 'wild']",9,1,10,90.0,"<img src = ""https://socialmediabias.blob.core.windows.net/wildlifephotos/All_Zebra_Count_Images/2762.jpeg"" width = ""350"">"
4902,photo_album_77,adult,IBEIS_PZ_1712,good,Female,zebra_plains,left,"['grass', 'zebra', 'outdoor', 'animal', 'mammal', 'field', 'standing', 'grassy', 'dry']",9,1,10,90.0,"<img src = ""https://socialmediabias.blob.core.windows.net/wildlifephotos/All_Zebra_Count_Images/4902.jpeg"" width = ""350"">"
8792,photo_album_73,adult,IBEIS_PZ_0439,good,UNKNOWN SEX,zebra_plains,left,"['outdoor', 'animal', 'water', 'zebra', 'mammal']",9,1,10,90.0,"<img src = ""https://socialmediabias.blob.core.windows.net/wildlifephotos/All_Zebra_Count_Images/8792.jpeg"" width = ""350"">"
5239,photo_album_39,adult,NNP_GIRM_0095,ok,Female,giraffe_masai,frontleft,"['giraffe', 'outdoor', 'grass', 'tree', 'sky', 'animal', 'field', 'mammal', 'standing', 'tall', 'grassy', 'wild', 'bushes', 'dry']",9,1,10,90.0,"<img src = ""https://socialmediabias.blob.core.windows.net/wildlifephotos/All_Zebra_Count_Images/5239.jpeg"" width = ""350"">"
3293,photo_album_13,infant,____,poor,UNKNOWN NAME,giraffe_masai,left,"['grass', 'giraffe', 'outdoor', 'field', 'animal', 'sky', 'tree', 'mammal', 'grassy', 'green', 'wild', 'distance', 'lush']",9,1,10,90.0,"<img src = ""https://socialmediabias.blob.core.windows.net/wildlifephotos/All_Zebra_Count_Images/3293.jpeg"" width = ""350"">"
3086,photo_album_6,adult,NNP_GIRM_0028,poor,Male,giraffe_masai,left,"['grass', 'outdoor', 'field', 'animal', 'mammal', 'grassy', 'open', 'lion', 'lush', 'distance', 'wild dog']",9,1,10,90.0,"<img src = ""https://socialmediabias.blob.core.windows.net/wildlifephotos/All_Zebra_Count_Images/3086.jpeg"" width = ""350"">"
355,photo_album_46,infant,____,good,UNKNOWN NAME,zebra_plains,right,"['grass', 'zebra', 'outdoor', 'tree', 'animal', 'mammal', 'field', 'standing', 'green', 'grassy', 'lone', 'lush']",9,1,10,90.0,"<img src = ""https://socialmediabias.blob.core.windows.net/wildlifephotos/All_Zebra_Count_Images/355.jpeg"" width = ""350"">"
82,photo_album_85,infant,____,ok,UNKNOWN NAME,zebra_plains,right,"['grass', 'outdoor', 'zebra', 'field', 'standing', 'animal', 'mammal', 'brown', 'dry', 'grassy', 'tall', 'open', 'staring', 'giraffe']",9,1,10,90.0,"<img src = ""https://socialmediabias.blob.core.windows.net/wildlifephotos/All_Zebra_Count_Images/82.jpeg"" width = ""350"">"
2491,photo_album_9,juveniles- two year old,IBEIS_PZ_1294,good,Male,zebra_plains,left,"['zebra', 'grass', 'animal', 'outdoor', 'mammal', 'field', 'standing', 'grassy']",9,1,10,90.0,"<img src = ""https://socialmediabias.blob.core.windows.net/wildlifephotos/All_Zebra_Count_Images/2491.jpeg"" width = ""350"">"
3202,photo_album_18,adult,IBEIS_PZ_0067,ok,Female,zebra_plains,left,"['zebra', 'grass', 'outdoor', 'animal', 'mammal', 'field', 'standing', 'grassy', 'lush']",9,1,10,90.0,"<img src = ""https://socialmediabias.blob.core.windows.net/wildlifephotos/All_Zebra_Count_Images/3202.jpeg"" width = ""350"">"
346,"photo_album_19,photo_album_46,photo_album_82","adult,adult,adult","NNP_GIRM_0119,NNP_GIRM_0119,NNP_GIRM_0119","good,good,good","Female,Female,Female","giraffe_masai,giraffe_masai,giraffe_masai","left,left,left","['grass', 'outdoor', 'sky', 'animal', 'mammal', 'giraffe', 'tree', 'field', 'standing', 'distance', 'lush']",27,3,30,90.0,"<img src = ""https://socialmediabias.blob.core.windows.net/wildlifephotos/All_Zebra_Count_Images/346.jpeg"" width = ""350"">"
4279,"photo_album_99,photo_album_99,photo_album_99","infant,infant,infant","____,____,____","ok,junk,ok","UNKNOWN NAME,UNKNOWN NAME,UNKNOWN NAME","zebra_plains,zebra_plains,zebra_plains","backright,backright,backright","['zebra', 'outdoor', 'grass', 'sky', 'animal', 'mammal', 'field', 'herd']",9,1,10,90.0,"<img src = ""https://socialmediabias.blob.core.windows.net/wildlifephotos/All_Zebra_Count_Images/4279.jpeg"" width = ""350"">"
273,photo_album_75,adult,IBEIS_PZ_0937,ok,Female,zebra_plains,left,"['grass', 'zebra', 'outdoor', 'tree', 'animal', 'mammal', 'field', 'grazing', 'standing', 'grassy', 'lone', 'lush']",9,1,10,90.0,"<img src = ""https://socialmediabias.blob.core.windows.net/wildlifephotos/All_Zebra_Count_Images/273.jpeg"" width = ""350"">"
3165,photo_album_6,infant,____,poor,UNKNOWN NAME,giraffe_masai,left,"['grass', 'outdoor', 'giraffe', 'animal', 'field', 'green', 'mammal', 'lush']",9,1,10,90.0,"<img src = ""https://socialmediabias.blob.core.windows.net/wildlifephotos/All_Zebra_Count_Images/3165.jpeg"" width = ""350"">"
4062,photo_album_99,infant,____,ok,UNKNOWN NAME,zebra_plains,backleft,"['grass', 'outdoor', 'animal', 'mammal', 'field', 'standing', 'zebra', 'grassy', 'giraffe']",9,1,10,90.0,"<img src = ""https://socialmediabias.blob.core.windows.net/wildlifephotos/All_Zebra_Count_Images/4062.jpeg"" width = ""350"">"
4997,photo_album_86,adult,IBEIS_PZ_0495,excellent,Female,zebra_plains,left,"['grass', 'zebra', 'outdoor', 'animal', 'field', 'sky', 'mammal', 'grassy', 'open', 'dry', 'lone', 'day']",9,1,10,90.0,"<img src = ""https://socialmediabias.blob.core.windows.net/wildlifephotos/All_Zebra_Count_Images/4997.jpeg"" width = ""350"">"
15,photo_album_85,infant,____,ok,UNKNOWN NAME,giraffe_masai,frontright,"['giraffe', 'outdoor', 'grass', 'sky', 'animal', 'mammal', 'field', 'standing', 'tall', 'grassy', 'big cat', 'wild', 'cheetah', 'bushes', 'lush', 'distance']",9,1,10,90.0,"<img src = ""https://socialmediabias.blob.core.windows.net/wildlifephotos/All_Zebra_Count_Images/15.jpeg"" width = ""350"">"
4901,"photo_album_51,photo_album_58,photo_album_51,photo_album_58","adult,adult,adult,adult","IBEIS_PZ_0858,IBEIS_PZ_0858,IBEIS_PZ_0848,IBEIS_PZ_0848","ok,ok,ok,ok","UNKNOWN SEX,UNKNOWN SEX,Female,Female","zebra_plains,zebra_plains,zebra_plains,zebra_plains","frontright,frontright,left,left","['zebra', 'grass', 'outdoor', 'animal', 'mammal', 'field', 'sky', 'standing', 'tall']",18,2,20,90.0,"<img src = ""https://socialmediabias.blob.core.windows.net/wildlifephotos/All_Zebra_Count_Images/4901.jpeg"" width = ""350"">"
3875,photo_album_52,juveniles- two year old,IBEIS_PZ_0401,good,Female,zebra_plains,left,"['grass', 'outdoor', 'zebra', 'animal', 'mammal', 'field', 'sky', 'dry', 'standing', 'brown', 'tall', 'grassy', 'open', 'wild']",9,1,10,90.0,"<img src = ""https://socialmediabias.blob.core.windows.net/wildlifephotos/All_Zebra_Count_Images/3875.jpeg"" width = ""350"">"
223,photo_album_97,infant,____,good,UNKNOWN NAME,giraffe_masai,left,"['outdoor', 'giraffe', 'tree', 'sky', 'grass', 'animal', 'mammal', 'field', 'standing', 'green', 'grassy', 'tall', 'lush', 'bushes', 'wild']",9,1,10,90.0,"<img src = ""https://socialmediabias.blob.core.windows.net/wildlifephotos/All_Zebra_Count_Images/223.jpeg"" width = ""350"">"
2416,"photo_album_9,photo_album_9","adult,adult","IBEIS_PZ_1282,IBEIS_PZ_1216","ok,ok","Male,Female","zebra_plains,zebra_plains","left,left","['zebra', 'grass', 'outdoor', 'mammal', 'animal', 'field', 'ground', 'standing', 'dirt', 'grassy', 'dry']",9,1,10,90.0,"<img src = ""https://socialmediabias.blob.core.windows.net/wildlifephotos/All_Zebra_Count_Images/2416.jpeg"" width = ""350"">"
8829,photo_album_78,adult,IBEIS_PZ_0384,good,Female,zebra_plains,left,"['grass', 'zebra', 'outdoor', 'field', 'animal', 'mammal', 'standing', 'grassy', 'open', 'lone']",9,1,10,90.0,"<img src = ""https://socialmediabias.blob.core.windows.net/wildlifephotos/All_Zebra_Count_Images/8829.jpeg"" width = ""350"">"
3121,"photo_album_6,photo_album_6","adult,adult","NNP_GIRM_0070,NNP_GIRM_0031","ok,good","Female,Female","giraffe_masai,giraffe_masai","right,frontleft","['giraffe', 'outdoor', 'grass', 'sky', 'tree', 'mammal', 'animal', 'field', 'standing', 'grassy', 'walking', 'green', 'open', 'lush', 'wild', 'bushes', 'lone', 'distance']",9,1,10,90.0,"<img src = ""https://socialmediabias.blob.core.windows.net/wildlifephotos/All_Zebra_Count_Images/3121.jpeg"" width = ""350"">"
